ts_event,open,high,low,close,volume
2022-03-15 15:00:00+00:00,152.53,154.21,152.3,153.32,1568939
2022-03-15 16:00:00+00:00,153.33,154.67,153.035,154.12,1458717
2022-03-15 17:00:00+00:00,154.13,154.18,153.13,153.695,1001270
2022-03-15 18:00:00+00:00,153.69,154.44,152.83,154.4,1314026
2022-03-15 19:00:00+00:00,154.39,155.57,154.27,155.16,3239747
2022-03-15 20:00:00+00:00,155.08,155.15,154.71,155.0,10514200
2022-03-15 21:00:00+00:00,154.96,155.05,154.85,154.89,9308
2022-03-15 22:00:00+00:00,154.88,154.9,154.59,154.71,2579
2022-03-15 23:00:00+00:00,154.71,155.09,154.66,155.05,5630
2022-03-16 08:00:00+00:00,156.76,158.4,156.66,158.1,111509
2022-03-16 09:00:00+00:00,158.13,158.24,157.72,157.8,22723
2022-03-16 10:00:00+00:00,157.75,158.39,157.6,157.95,69103
2022-03-16 11:00:00+00:00,158.13,158.34,157.3,158.28,78357
2022-03-16 12:00:00+00:00,158.29,158.54,157.55,157.62,86483
2022-03-16 13:00:00+00:00,157.64,157.74,155.55,157.36,2601894
2022-03-16 14:00:00+00:00,157.37,158.64,156.55,158.43,2218550
2022-03-16 15:00:00+00:00,158.42,158.49,157.64,158.09,1367322
2022-03-16 16:00:00+00:00,158.09,158.3,157.21,157.305,1080779
2022-03-16 17:00:00+00:00,157.305,157.48,156.53,157.37,1035139
2022-03-16 18:00:00+00:00,157.35,157.56,154.46,157.11,3278319
2022-03-16 19:00:00+00:00,157.12,160.0,156.75,159.59,4356751
2022-03-16 20:00:00+00:00,159.63,160.2,159.21,159.77,9703599
2022-03-16 21:00:00+00:00,159.77,159.77,159.39,159.57,16699
2022-03-16 22:00:00+00:00,159.58,159.59,159.16,159.23,8390
2022-03-16 23:00:00+00:00,159.23,159.37,159.06,159.28,5395
2022-03-17 08:00:00+00:00,159.59,160.16,159.22,159.36,26208
2022-03-17 09:00:00+00:00,159.36,159.36,158.82,159.2,20049
2022-03-17 10:00:00+00:00,159.21,159.28,158.17,159.21,23181
2022-03-17 11:00:00+00:00,159.22,159.27,158.5,158.82,22561
2022-03-17 12:00:00+00:00,158.85,159.2,158.2,158.43,52878
2022-03-17 13:00:00+00:00,158.41,159.54,157.73,159.48,2121671
2022-03-17 14:00:00+00:00,159.49,159.91,157.74,158.03,1724333
2022-03-17 15:00:00+00:00,157.99,158.84,157.63,158.585,1217793
2022-03-17 16:00:00+00:00,158.6,159.3,158.33,159.02,1043359
2022-03-17 17:00:00+00:00,159.03,160.25,158.52,160.0,1222956
2022-03-17 18:00:00+00:00,160.02,160.12,159.27,159.91,1036241
2022-03-17 19:00:00+00:00,159.9,161.0,159.33,160.99,3240887
2022-03-17 20:00:00+00:00,160.99,161.0,159.7,159.99,9062163
2022-03-17 21:00:00+00:00,159.95,160.0,159.85,159.94,17925
