ts_event,open,high,low,close,volume
2022-04-29 15:00:00+00:00,420.75,422.12,419.61,420.45,1965348
2022-04-29 16:00:00+00:00,420.46,420.56,417.21,417.685,1827857
2022-04-29 17:00:00+00:00,417.64,419.78,417.5,417.66,1635938
2022-04-29 18:00:00+00:00,417.66,418.05,414.84,415.66,2213489
2022-04-29 19:00:00+00:00,415.68,415.74,411.21,412.05,10093369
2022-04-29 20:00:00+00:00,412.08,413.57,411.95,412.95,855676
2022-04-29 21:00:00+00:00,412.96,413.5,412.96,413.5,37365
2022-04-29 22:00:00+00:00,413.3,413.44,413.02,413.35,11638
2022-04-29 23:00:00+00:00,413.45,413.56,413.4,413.4,6371
2022-05-02 08:00:00+00:00,412.7,414.54,412.58,412.92,15301
2022-05-02 09:00:00+00:00,413.02,414.33,413.02,413.75,7853
2022-05-02 10:00:00+00:00,413.72,414.2,413.27,413.42,62645
2022-05-02 11:00:00+00:00,413.45,413.65,410.49,410.7,61228
2022-05-02 12:00:00+00:00,410.74,411.77,410.46,411.05,127112
2022-05-02 13:00:00+00:00,411.01,413.36,409.24,412.27,2975486
2022-05-02 14:00:00+00:00,412.27,415.92,410.35,412.41,3737239
2022-05-02 15:00:00+00:00,412.43,412.62,409.8,411.74,2795775
2022-05-02 16:00:00+00:00,411.71,412.57,408.7,409.01,1961690
2022-05-02 17:00:00+00:00,409.01,410.07,406.93,407.65,2502285
2022-05-02 18:00:00+00:00,407.57,408.81,405.02,406.45,3839743
2022-05-02 19:00:00+00:00,406.42,414.66,406.33,414.54,7497494
2022-05-02 20:00:00+00:00,414.56,414.99,413.72,414.07,699443
2022-05-02 21:00:00+00:00,414.14,414.29,414.04,414.11,9471
2022-05-02 22:00:00+00:00,414.06,414.1,413.61,413.72,10288
2022-05-02 23:00:00+00:00,413.93,414.28,413.9,414.01,6277
2022-05-03 08:00:00+00:00,415.73,416.63,414.65,415.0,11752
2022-05-03 09:00:00+00:00,414.8,414.97,414.29,414.74,8044
2022-05-03 10:00:00+00:00,414.76,414.83,412.42,412.89,12067
2022-05-03 11:00:00+00:00,412.85,414.07,412.5,413.9,43215
2022-05-03 12:00:00+00:00,413.84,415.58,413.79,415.28,76469
2022-05-03 13:00:00+00:00,415.45,415.71,413.36,415.42,2367397
2022-05-03 14:00:00+00:00,415.43,416.7,413.79,415.25,2662401
2022-05-03 15:00:00+00:00,415.23,418.94,414.72,417.9,2008329
2022-05-03 16:00:00+00:00,417.88,418.76,415.975,416.98,1755308
2022-05-03 17:00:00+00:00,416.99,418.71,416.91,417.55,1154627
2022-05-03 18:00:00+00:00,417.55,417.58,414.12,417.33,2001784
2022-05-03 19:00:00+00:00,417.32,417.98,414.79,416.42,3965883
2022-05-03 20:00:00+00:00,416.41,417.6,416.0,416.75,390070
2022-05-03 21:00:00+00:00,416.67,417.0,416.67,416.87,25926
2022-05-03 22:00:00+00:00,416.78,417.05,416.5,416.71,15807
2022-05-03 23:00:00+00:00,416.68,417.3,416.68,416.94,7606
2022-05-04 08:00:00+00:00,417.28,417.58,417.17,417.58,4386
2022-05-04 09:00:00+00:00,417.43,417.99,416.98,417.99,2858
2022-05-04 10:00:00+00:00,418.13,418.19,417.78,417.95,6393
2022-05-04 11:00:00+00:00,417.93,418.45,417.71,417.85,48423
2022-05-04 12:00:00+00:00,417.97,418.21,417.14,417.14,76348
2022-05-04 13:00:00+00:00,417.12,417.47,416.02,416.05,1571090
2022-05-04 14:00:00+00:00,416.03,416.16,414.25,415.06,1880137
2022-05-04 15:00:00+00:00,415.06,415.74,413.71,415.22,1042339
2022-05-04 16:00:00+00:00,415.22,418.08,414.92,418.05,1436725
2022-05-04 17:00:00+00:00,418.05,418.92,416.9,418.15,1535270
